Key	MapManNumber	Description
AT4G22720.1	GMM:29.5	protein.degradation
AT4G22880.1	GMM:16.8.1.1	secondary metabolism.flavonoids.anthocyanins.leucocyanidin dioxygenase
AT4G22960.1		
AT4G23100.1	GMM:21.2.2	redox.ascorbate and glutathione.glutathione
AT4G23130.1	GMM:30.2.17	signalling.receptor kinases.DUF 26
AT4G23430.1	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)
AT4G23600.1	GMM:13.1.3.4.2	amino acid metabolism.synthesis.aspartate family.methionine.cystathionine beta-lyase
AT4G23650.1	GMM:30.3	signalling.calcium
AT4G23670.1	GMM:20.2.99	stress.abiotic.unspecified
AT4G23710.1	GMM:34.1	transport.p- and v-ATPases
AT4G23850.1	GMM:11.1.9	lipid metabolism.FA synthesis and FA elongation.long chain fatty acid CoA ligase
AT4G23940.1	GMM:29.5.7	protein.degradation.metalloprotease
AT4G24030.1		
AT4G24190.1	GMM:20.2.1	stress.abiotic.heat
AT4G24220.1	GMM:33.99	development.unspecified
AT4G24230.1	GMM:11.1.13	lipid metabolism.FA synthesis and FA elongation.acyl-CoA binding protein
AT4G24280.1	GMM:20.2.1	stress.abiotic.heat
AT4G24330.1		
AT4G24390.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT4G24490.1	GMM:16.1.1	secondary metabolism.isoprenoids.non-mevalonate pathway
AT4G24620.1	GMM:4.2.3	glycolysis.plastid branch.glucose-6-phosphate isomerase
AT4G24690.1	GMM:29.5.11	protein.degradation.ubiquitin
AT4G24770.1	GMM:27.4	RNA.RNA binding
AT4G24820.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT4G24830.1	GMM:13.1.2.3.22	amino acid metabolism.synthesis.glutamate family.arginine.argininosuccinate synthase
AT4G24930.1		
AT4G25050.1	GMM:11.1.12	lipid metabolism.FA synthesis and FA elongation.ACP protein
AT4G25090.1	GMM:20.1.1	stress.biotic.respiratory burst
AT4G25100.1	GMM:21.6	redox.dismutases and catalases
AT4G25120.1	GMM:28.1	DNA.synthesis/chromatin structure
AT4G25130.1	GMM:29.4	protein.postranslational modification
AT4G25280.1	GMM:23.4.3	nucleotide metabolism.phosphotransfer and pyrophosphatases.uridylate kinase
AT4G25370.1	GMM:29.3.99	protein.targeting.unknown
AT4G25620.1	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins
AT4G25630.1	GMM:29.2.2.3.3	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.methylotransferases
AT4G25740.1	GMM:29.2.1.2.1.10	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S10
AT4G25930.1		
AT4G26010.1	GMM:26.12	misc.peroxidases
AT4G26110.2	GMM:28.1	DNA.synthesis/chromatin structure
AT4G26280.1	GMM:11.8	"lipid metabolism.exotics (steroids, squalene etc)"
AT4G26300.1	GMM:29.1.19	protein.aa activation.arginine-tRNA ligase
AT4G26440.1	GMM:27.3.32	RNA.regulation of transcription.WRKY domain transcription factor family
AT4G26450.1	GMM:35.2	not assigned.unknown
AT4G26530.1	GMM:4.1.10;GMM:1.3.6	glycolysis.cytosolic branch.aldolase;PS.calvin cycle.aldolase
AT4G26570.1	GMM:30.3	signalling.calcium
AT4G26600.1	GMM:29.2.2.3.3	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.methylotransferases
AT4G26630.1		
AT4G26690.1	GMM:11.9.3.3	lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase
AT4G26910.1		
AT4G26920.1		
AT4G26970.1	GMM:8.1.3	TCA / organic transformation.TCA.aconitase
AT4G27080.1	GMM:21.1.1	redox.thioredoxin.PDIL
AT4G27090.1	GMM:29.2.1.2.2.14	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L14
AT4G27270.1	GMM:11.8	"lipid metabolism.exotics (steroids, squalene etc)"
AT4G27440.1	GMM:19.14	tetrapyrrole synthesis.protochlorophyllide reductase
AT4G27470.1	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
AT4G27500.1	GMM:35.2	not assigned.unknown
AT4G27520.1	GMM:26.19	misc.plastocyanin-like
AT4G27595.1	GMM:35.1	not assigned.no ontology
AT4G27700.1	GMM:26.23	misc.rhodanese
AT4G27710.1	GMM:26.10	misc.cytochrome P450
AT4G27860.1	GMM:35.1	not assigned.no ontology
AT4G28140.1	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"
AT4G28470.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT4G28640.1	GMM:27.3.40	RNA.regulation of transcription.AUX/IAA family
AT4G28740.1		
AT4G28750.1	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits
AT4G29010.1	GMM:11.9.4.9	lipid metabolism.lipid degradation.beta-oxidation.multifunctional
AT4G29060.1	GMM:29.2.4	protein.synthesis.elongation
AT4G29130.1	GMM:2.2.1.4	major CHO metabolism.degradation.sucrose.hexokinase
AT4G29350.1	GMM:31.1	cell.organisation
AT4G29410.1	GMM:29.2.1.2.2.28	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L28
AT4G29590.1		
AT4G29620.1	GMM:23.2	nucleotide metabolism.degradation
AT4G29840.1	GMM:13.1.3.2.1	amino acid metabolism.synthesis.aspartate family.threonine.threonine synthase
AT4G29900.1	GMM:30.3	signalling.calcium
AT4G30100.1	GMM:28.1	DNA.synthesis/chromatin structure
AT4G30160.1	GMM:31.1.1.1.3;GMM:31.1	cell.organisation.cytoskeleton.actin.actin binding;cell.organisation
AT4G30190.1	GMM:34.1.2	transport.p- and v-ATPases.H+-exporting ATPase
AT4G30200.1		
AT4G30230.1		
AT4G30290.1	GMM:10.7	cell wall.modification
AT4G30530.1	GMM:23.1.99	nucleotide metabolism.synthesis.unspecified
AT4G30600.1	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified
AT4G30720.1		
AT4G30800.1	GMM:29.2.1.2.1.11	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S11
AT4G30920.1	GMM:29.5	protein.degradation
AT4G30990.1	GMM:35.2	not assigned.unknown
AT4G31180.1	GMM:29.1.12	protein.aa activation.aspartate-tRNA ligase
AT4G31300.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT4G31300.2	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT4G31350.1	GMM:35.2	not assigned.unknown
AT4G31400.1	GMM:35.2	not assigned.unknown
AT4G31460.1	GMM:29.2.1.1.3.2.28	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L28
AT4G31480.1	GMM:31.4	cell.vesicle transport
AT4G31500.1	GMM:26.10;GMM:16.5.1.1.4.1	misc.cytochrome P450;secondary metabolism.sulfur-containing.glucosinolates.synthesis.shared.CYP83B1 phenylacetaldoxime monooxygenase
AT4G31700.1	GMM:29.2.1.2.1.6	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S6
AT4G31780.1	GMM:11.10.1	lipid metabolism.glycolipid synthesis.MGDG synthase
AT4G31840.1	GMM:26.19	misc.plastocyanin-like
AT4G31850.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT4G31860.1	GMM:29.4	protein.postranslational modification
AT4G31900.1	GMM:28.1	DNA.synthesis/chromatin structure
AT4G31990.1	GMM:13.1.1.2.1	amino acid metabolism.synthesis.central amino acid metabolism.aspartate.aspartate aminotransferase
AT4G32160.1	GMM:30.9	signalling.lipids
AT4G32260.1	GMM:1.1.4.9	PS.lightreaction.ATP synthase.subunit B (ATPX)
AT4G32410.1	GMM:10.2.1	cell wall.cellulose synthesis.cellulose synthase
AT4G32470.1	GMM:9.5	mitochondrial electron transport / ATP synthesis.cytochrome c reductase
AT4G32520.1	GMM:25.1;GMM:1.2.5	C1-metabolism.glycine hydroxymethyltransferase;PS.photorespiration.serine hydroxymethyltransferase
AT4G32560.1	GMM:35.1	not assigned.no ontology
AT4G32820.1	GMM:35.2	not assigned.unknown
AT4G33010.1	GMM:25;GMM:1.2.4.1	C1-metabolism;PS.photorespiration.glycine cleavage.P subunit
AT4G33030.1	GMM:11.10.3	lipid metabolism.glycolipid synthesis.UDP-sulfoquinovose synthase
AT4G33070.1	GMM:5.2	fermentation.PDC
AT4G33090.1	GMM:29.5	protein.degradation
AT4G33130.1	GMM:35.1	not assigned.no ontology
AT4G33170.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT4G33250.1	GMM:29.2.3	protein.synthesis.initiation
AT4G33390.1		
AT4G33510.1	GMM:13.1.6.1.1	amino acid metabolism.synthesis.aromatic aa.chorismate.3-deoxy-D-arabino-heptulosonate 7-phosphate synthase
AT4G33680.1	GMM:13.1.3.5.3	amino acid metabolism.synthesis.aspartate family.lysine.LL-diaminopimelic acid aminotransferase
AT4G33700.1	GMM:35.1	not assigned.no ontology
AT4G33760.1	GMM:29.1.12	protein.aa activation.aspartate-tRNA ligase
AT4G33790.1	GMM:11.9.4.13	lipid metabolism.lipid degradation.beta-oxidation.acyl CoA reductase
AT4G33810.1	GMM:10.6.2	cell wall.degradation.mannan-xylose-arabinose-fucose
AT4G34050.1	GMM:16.2.1.6	secondary metabolism.phenylpropanoids.lignin biosynthesis.CCoAOMT
AT4G34100.1	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
AT4G34110.1	GMM:27.1	RNA.processing
AT4G34120.1	GMM:17.7.1;GMM:17.5.1	hormone metabolism.jasmonate.synthesis-degradation;hormone metabolism.ethylene.synthesis-degradation
AT4G34200.1	GMM:13.1.5.1.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase
AT4G34220.1	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III
AT4G34290.1		
AT4G34400.1	GMM:27.3.41	RNA.regulation of transcription.B3 transcription factor family
AT4G34450.1	GMM:31.4	cell.vesicle transport
AT4G34620.1	GMM:29.2.1.1.3.1.16	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S16
AT4G34670.1	GMM:29.2.1.2.1.53	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3A
AT4G34860.1	GMM:2.2.1.3.1	major CHO metabolism.degradation.sucrose.invertases.neutral
AT4G34870.1	GMM:31.3.1	cell.cycle.peptidylprolyl isomerase
AT4G34900.1	GMM:23.2	nucleotide metabolism.degradation
AT4G35000.1	GMM:21.2.1	redox.ascorbate and glutathione.ascorbate
AT4G35090.1	GMM:21.6	redox.dismutases and catalases
AT4G35100.1	GMM:34.19.1	transport.major intrinsic proteins.PIP
AT4G35140.1	GMM:35.1	not assigned.no ontology
AT4G35200.1		
AT4G35250.1		
AT4G35260.1	GMM:8.1.4	TCA / organic transformation.TCA.IDH
AT4G35300.1	GMM:34.2	transport.sugars
AT4G35320.1		
AT4G35450.1	GMM:31.1	cell.organisation
AT4G35460.1	GMM:21.1	redox.thioredoxin
AT4G35540.1	GMM:27.3.50	RNA.regulation of transcription.general transcription
AT4G35600.1	GMM:29.4.1.57	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII
AT4G35630.1	GMM:13.1.5.1.2	amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoserine aminotransferase
AT4G35690.1		
AT4G35830.1	GMM:8.1.3	TCA / organic transformation.TCA.aconitase
AT4G35870.1		
AT4G35920.1	GMM:35.2	not assigned.unknown
AT4G35930.1	GMM:35.2	not assigned.unknown
AT4G36080.1	GMM:30.4	signalling.phosphinositides
AT4G36150.1	GMM:20.1.7	stress.biotic.PR-proteins
AT4G36195.1	GMM:29.5.5	protein.degradation.serine protease
AT4G36490.1	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified
AT4G36520.1		
AT4G36530.1		
AT4G36820.1		
AT4G37090.1		
AT4G37170.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT4G37300.1		
AT4G37440.1	GMM:35.2	not assigned.unknown
AT4G37440.2	GMM:35.2	not assigned.unknown
AT4G37640.1	GMM:30.3	signalling.calcium
AT4G37870.1	GMM:6.4	gluconeogenesis / glyoxylate cycle.phosphoenolpyruvate carboxykinase (PEPCK)
AT4G37910.1	GMM:20.2.1	stress.abiotic.heat
AT4G37925.1	GMM:1.1.6	PS.lightreaction.NADH DH
AT4G37930.1	GMM:25.1	C1-metabolism.glycine hydroxymethyltransferase
AT4G37980.1	GMM:16.2.1.10	secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD
AT4G38070.1	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)
AT4G38120.1	GMM:35.2	not assigned.unknown
AT4G38180.1	GMM:30.11	signalling.light
AT4G38220.1	GMM:29.5	protein.degradation
AT4G38410.1	GMM:20.2.99	stress.abiotic.unspecified
AT4G38470.1	GMM:29.4	protein.postranslational modification
AT4G38500.1		
AT4G38510.1	GMM:34.1.1.1	transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit B
AT4G38540.1	GMM:26.7	"misc.oxidases - copper, flavone etc"
AT4G38680.1	GMM:20.2.2	stress.abiotic.cold
AT4G38740.1	GMM:31.3.1	cell.cycle.peptidylprolyl isomerase
AT4G38780.1	GMM:27.1.1	RNA.processing.splicing
AT4G38870.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT4G38910.1	GMM:27.3.84	RNA.regulation of transcription.BBR/BPC
AT4G38970.1	GMM:1.3.6	PS.calvin cycle.aldolase
AT4G39050.1	GMM:31.1	cell.organisation
AT4G39080.1	GMM:34.1	transport.p- and v-ATPases
AT4G39090.1	GMM:29.5.3	protein.degradation.cysteine protease
AT4G39120.1	GMM:3.4.5	minor CHO metabolism.myo-inositol.inositol phosphatase
AT4G39170.1	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified
AT4G39200.1	GMM:29.2.1.2.1.25	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S25
AT4G39260.1	GMM:27.3.75	RNA.regulation of transcription.GRP
AT4G39330.1	GMM:16.2.1.10	secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD
AT4G39660.1	GMM:13.1.1.3.11	amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase
AT4G39690.1		
AT4G39730.1		
AT4G39756.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT4G39800.1	GMM:3.4.3	minor CHO metabolism.myo-inositol.InsP synthases
AT4G39980.1	GMM:13.1.6.1.1	amino acid metabolism.synthesis.aromatic aa.chorismate.3-deoxy-D-arabino-heptulosonate 7-phosphate synthase
AT4G40050.1	GMM:35.2	not assigned.unknown
AT4G40100.1	GMM:17.1.3	hormone metabolism.abscisic acid.induced-regulated-responsive-activated
AT5G01010.1	GMM:35.2	not assigned.unknown
AT5G01170.1	GMM:35.1.40	not assigned.no ontology.glycine rich proteins
AT5G01410.1	GMM:18	Co-factor and vitamine metabolism
AT5G01530.1	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II
AT5G01650.1	GMM:35.1	not assigned.no ontology
AT5G01730.1	GMM:31.1	cell.organisation
AT5G01800.1		
AT5G01940.1	GMM:29.2.3	protein.synthesis.initiation
AT5G01950.1	GMM:30.2.8.1	signalling.receptor kinases.leucine rich repeat VIII.type 1
AT5G02010.1	GMM:30.5	signalling.G-proteins
AT5G02240.1	GMM:29.5	protein.degradation
AT5G02270.1	GMM:34.16	transport.ABC transporters and multidrug resistance systems
AT5G02490.1	GMM:29.6	protein.folding
AT5G02500.1	GMM:29.6;GMM:20.2.1	protein.folding;stress.abiotic.heat
AT5G02790.1	GMM:26.9	misc.glutathione S transferases
AT5G02870.1	GMM:29.2.1.2.2.141	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L4/L1
AT5G03250.1	GMM:30.11	signalling.light
AT5G03290.1	GMM:8.2.4	TCA / organic transformation.other organic acid transformations.IDH
AT5G03300.1	GMM:23.3.2.1	nucleotide metabolism.salvage.nucleoside kinases.adenosine kinase
AT5G03340.1	GMM:31.2	cell.division
AT5G03360.1	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein
AT5G03530.1	GMM:30.5	signalling.G-proteins
AT5G03630.1	GMM:21.2.1	redox.ascorbate and glutathione.ascorbate
AT5G03650.1	GMM:2.1.2.3	major CHO metabolism.synthesis.starch.starch branching
AT5G03690.2	GMM:4.1.10	glycolysis.cytosolic branch.aldolase
AT5G03700.1		
AT5G03940.1	GMM:29.3.3	protein.targeting.chloroplast
AT5G04040.1	GMM:33.1	development.storage proteins
AT5G04050.1	GMM:28.1	DNA.synthesis/chromatin structure
AT5G04140.1	GMM:12.2.1.1	N-metabolism.ammonia metabolism.glutamate synthase.ferredoxin dependent
AT5G04230.1	GMM:16.2.1.1	secondary metabolism.phenylpropanoids.lignin biosynthesis.PAL
AT5G04360.1	GMM:2.2.2.9	major CHO metabolism.degradation.starch.limit dextrinase/pullulanase
AT5G04430.1	GMM:27.4	RNA.RNA binding
AT5G04590.1	GMM:14.3	S-assimilation.sulfite redox
AT5G04870.1	GMM:30.3	signalling.calcium
AT5G04900.1	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)
AT5G04950.1	GMM:15.2	"metal handling.binding, chelation and storage"
AT5G05010.1	GMM:31.4	cell.vesicle transport
AT5G05170.1	GMM:10.2.1	cell wall.cellulose synthesis.cellulose synthase
AT5G05270.1	GMM:16.8.2	secondary metabolism.flavonoids.chalcones
AT5G05400.1	GMM:20.1.7	stress.biotic.PR-proteins
AT5G05410.1	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"
AT5G05540.1	GMM:28.99	DNA.unspecified
AT5G05760.1	GMM:31.4	cell.vesicle transport
AT5G05920.1	GMM:29.2.3.1	protein.synthesis.initiation.deoxyhypusine synthase
AT5G05940.1	GMM:30.5	signalling.G-proteins
AT5G06060.1	GMM:26.8	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"
AT5G06110.1	GMM:31.2	cell.division
AT5G06290.1	GMM:21.5.1	redox.peroxiredoxin.BAS1
AT5G06410.1	GMM:20.2.1	stress.abiotic.heat
AT5G06460.1	GMM:29.5.11.2	protein.degradation.ubiquitin.E1
AT5G06520.1	GMM:27.1	RNA.processing
AT5G06810.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT5G06900.1	GMM:26.10	misc.cytochrome P450
AT5G06970.1		
AT5G07020.1	GMM:35.1.42	not assigned.no ontology.proline rich family
AT5G07030.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT5G07160.1	GMM:27.3.35	RNA.regulation of transcription.bZIP transcription factor family
AT5G07200.1	GMM:17.6.1.11	hormone metabolism.gibberelin.synthesis-degradation.GA20 oxidase
AT5G07280.1	GMM:30.2.10	signalling.receptor kinases.leucine rich repeat X
AT5G07350.1	GMM:27.3.73	RNA.regulation of transcription.Zn-finger(CCHC)
AT5G07390.1	GMM:20.1.1	stress.biotic.respiratory burst
AT5G07440.1	GMM:12.3.1	N-metabolism.N-degradation.glutamate dehydrogenase
AT5G07650.1	GMM:35.1.20	not assigned.no ontology.formin homology 2 domain-containing protein
AT5G08050.1		
AT5G08160.2	GMM:29.4	protein.postranslational modification
AT5G08280.1	GMM:19.5	tetrapyrrole synthesis.porphobilinogen deaminase
AT5G08300.1	GMM:8.1.6	TCA / organic transformation.TCA.succinyl-CoA ligase
AT5G08410.1	GMM:21.1	redox.thioredoxin
AT5G08450.1		
AT5G08460.1	GMM:26.28	misc.GDSL-motif lipase
AT5G08560.1	GMM:33.99	development.unspecified
AT5G08570.1	GMM:4.1.14	glycolysis.cytosolic branch.pyruvate kinase (PK)
AT5G08650.1	GMM:30.5	signalling.G-proteins
AT5G08660.1	GMM:35.2	not assigned.unknown
AT5G08670.1	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase
AT5G08680.1	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase
AT5G08690.1	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase
AT5G09350.1	GMM:30.4.2	signalling.phosphinositides.phosphatidylinositol 4-kinase
AT5G09500.1	GMM:29.2.1.2.1.15	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S15
AT5G09590.1	GMM:20.2.1	stress.abiotic.heat
AT5G09650.1	GMM:23.4.99	nucleotide metabolism.phosphotransfer and pyrophosphatases.misc
AT5G09660.1	GMM:6.3	gluconeogenesis / glyoxylate cycle.malate dehydrogenase
AT5G09660.2	GMM:6.3	gluconeogenesis / glyoxylate cycle.malate dehydrogenase
AT5G09730.1	GMM:10.6.2	cell wall.degradation.mannan-xylose-arabinose-fucose
AT5G09810.1	GMM:31.1	cell.organisation
AT5G10090.1	GMM:35.1.27	not assigned.no ontology.tetratricopeptide repeat (TPR)
AT5G10160.1	GMM:11.1.5	lipid metabolism.FA synthesis and FA elongation.beta hydroxyacyl ACP dehydratase
AT5G10170.1	GMM:3.4.3	minor CHO metabolism.myo-inositol.InsP synthases
AT5G10260.1	GMM:30.5	signalling.G-proteins
AT5G10320.1	GMM:35.2	not assigned.unknown
AT5G10360.1	GMM:29.2.1.2.1.6	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S6
AT5G10440.1	GMM:31.3	cell.cycle
AT5G10450.1	GMM:30.7	signalling.14-3-3 proteins
AT5G10470.1	GMM:31.1	cell.organisation
AT5G10540.1	GMM:29.5	protein.degradation
AT5G10680.1	GMM:30.3	signalling.calcium
AT5G10720.1	GMM:17.4.2	hormone metabolism.cytokinin.signal transduction
AT5G10790.1	GMM:29.5.11.5	protein.degradation.ubiquitin.ubiquitin protease
AT5G10860.1		
AT5G10900.1	GMM:29.4	protein.postranslational modification
AT5G11140.1		
AT5G11170.1	GMM:28.1	DNA.synthesis/chromatin structure
AT5G11180.1	GMM:30.1	signalling.in sugar and nutrient physiology
AT5G11310.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT5G11370.1		
AT5G11420.1		
AT5G11490.1	GMM:31.4	cell.vesicle transport
AT5G11500.1		
AT5G11640.1	GMM:35.2	not assigned.unknown
AT5G11670.1	GMM:8.2.10	TCA / organic transformation.other organic acid transformations.malic
AT5G11680.1		
AT5G11880.1	GMM:13.1.3.5.5	amino acid metabolism.synthesis.aspartate family.lysine.diaminopimelate decarboxylase
AT5G12000.1	GMM:29.4.1.59	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX
AT5G12040.1		
AT5G12110.1	GMM:29.2.4	protein.synthesis.elongation
AT5G12120.1	GMM:29.5.11	protein.degradation.ubiquitin
AT5G12140.1	GMM:29.5.3	protein.degradation.cysteine protease
AT5G12220.1		
AT5G12250.1	GMM:31.1	cell.organisation
AT5G12370.1	GMM:31.4	cell.vesicle transport
AT5G12390.1		
AT5G12400.1	GMM:27.3.63	RNA.regulation of transcription.PHD finger transcription factor
AT5G12420.1	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase
AT5G12860.1	GMM:34.8	transport.metabolite transporters at the envelope membrane
AT5G12940.1	GMM:30.2.11	signalling.receptor kinases.leucine rich repeat XI
AT5G12970.1	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein
AT5G13010.1	GMM:27.1.2	RNA.processing.RNA helicase
AT5G13120.1	GMM:31.3.1	cell.cycle.peptidylprolyl isomerase
AT5G13150.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT5G13230.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT5G13420.1	GMM:7.2.2	OPP.non-reductive PP.transaldolase
AT5G13430.1	GMM:9.5	mitochondrial electron transport / ATP synthesis.cytochrome c reductase
AT5G13440.1	GMM:9.5	mitochondrial electron transport / ATP synthesis.cytochrome c reductase
AT5G13450.1	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase
AT5G13450.2	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase
AT5G13510.1	GMM:29.2.1.1.1.2.10	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L10
AT5G13630.1	GMM:19.10	tetrapyrrole synthesis.magnesium chelatase
AT5G13650.1	GMM:29.2.4	protein.synthesis.elongation
AT5G13740.1	GMM:34.2	transport.sugars
AT5G13850.1	GMM:31.99	cell.unspecified
AT5G13870.1	GMM:10.7	cell wall.modification
AT5G13930.1	GMM:16.8.2.1	secondary metabolism.flavonoids.chalcones.naringenin-chalcone synthase
AT5G14040.1	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane
AT5G14200.1	GMM:13.1.4.4.3	amino acid metabolism.synthesis.branched chain group.leucine specific.3-isopropylmalate dehydrogenase
AT5G14260.1	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
AT5G14320.1	GMM:29.2.1.1.1.1.13	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S13
AT5G14520.1	GMM:33.99	development.unspecified
AT5G14580.1	GMM:27.1	RNA.processing
AT5G14660.1	GMM:26.1	misc.misc2
AT5G14670.1	GMM:29.4;GMM:29.3.4.99	protein.postranslational modification;protein.targeting.secretory pathway.unspecified
AT5G14740.1	GMM:8.3	TCA / organic transformation.carbonic anhydrases
AT5G14740.2	GMM:8.3	TCA / organic transformation.carbonic anhydrases
AT5G14780.1	GMM:25.10	C1-metabolism.formate dehydrogenase
AT5G14910.1	GMM:35.1	not assigned.no ontology
AT5G15090.1	GMM:34.20	transport.porins
AT5G15200.1	GMM:29.2.1.2.1.9	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S9
AT5G15200.2	GMM:29.2.1.2.1.9	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S9
AT5G15450.1	GMM:20.2.1	stress.abiotic.heat
AT5G15520.1	GMM:29.2.1.2.1.19	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S19
AT5G15530.1	GMM:11.1.1.2.3	lipid metabolism.FA synthesis and FA elongation.acetyl CoA carboxylation.heteromeric complex.biotin carboxyl carrier protein
AT5G15650.1	GMM:10.5.5	cell wall.cell wall proteins.RGP
AT5G15700.1	GMM:27.2	RNA.transcription
AT5G15830.1	GMM:27.3.35	RNA.regulation of transcription.bZIP transcription factor family
AT5G15890.1		
AT5G15920.1	GMM:31.2	cell.division
AT5G15960.1	GMM:17.1.3	hormone metabolism.abscisic acid.induced-regulated-responsive-activated
AT5G15970.1	GMM:31.1	cell.organisation
AT5G15980.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT5G16050.1	GMM:30.7	signalling.14-3-3 proteins
AT5G16070.1	GMM:29.6	protein.folding
AT5G16130.1	GMM:29.2.1.2.1.7	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S7
AT5G16400.1	GMM:21.1	redox.thioredoxin
AT5G16570.1	GMM:12.2.2	N-metabolism.ammonia metabolism.glutamine synthetase
AT5G16620.1	GMM:29.3.3	protein.targeting.chloroplast
AT5G16660.1		
AT5G16680.1	GMM:27.3.99	RNA.regulation of transcription.unclassified
AT5G16710.1	GMM:21.2.1	redox.ascorbate and glutathione.ascorbate
AT5G16720.1		
AT5G16750.1	GMM:29.2.2.3.4	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.WD-repeat proteins
AT5G16810.1	GMM:35.2	not assigned.unknown
AT5G16850.1	GMM:28.1	DNA.synthesis/chromatin structure
AT5G16970.1	GMM:26.7	"misc.oxidases - copper, flavone etc"
